QuestionID,Question,Answer,Document,intent,cleaned question,cleaned answer
Q1339,what is the use of a sales invoice?,"An invoice or bill is a commercial document issued by a seller to a buyer , indicating the products , quantities, and agreed prices for products or services the seller has provided the buyer.",Invoice,0,use sale invoice,invoice bill commercial document issued seller buyer indicating product quantity agreed price product service seller provided buyer .
Q1340,what was the actress who played the pink power ranger,"She was played by actress Amy Jo Johnson during the first three seasons of the show, plus on the two feature films of the franchise.",Kimberly Hart,0,actress played pink power ranger,played actress amy jo johnson first three season show plus two feature film franchise .
Q1341,what is squash the sport,"Squash is a racquet sport played by two (singles) or four players (doubles) in a four-walled court with a small, hollow rubber ball.",Squash (sport),0,squash sport,squash racquet sport played two single four player double fourwalled court small hollow rubber ball .
Q1342,where is the world cup in 2010,It took place in South Africa from 11 June to 11 July 2010.,2010 FIFA World Cup,0,world cup 2010,took place south africa 11 june 11 july 2010 .
Q1343,when was the great fire in chicago,"The Great Chicago Fire was a conflagration that burned from Sunday, October 8, to early Tuesday, October 10, 1871, killing hundreds and destroying about in Chicago , Illinois .",Great Chicago Fire,0,great fire chicago,great chicago fire conflagration burned sunday october 8 early tuesday october 10 1871 killing hundred destroying chicago illinois .
Q1344,what is hosting a website,"Web hosts are companies that provide space on a server owned or leased for use by clients, as well as providing Internet connectivity, typically in a data center .",Web hosting service,0,hosting website,web host company provide space server owned leased use client well providing internet connectivity typically data center .
Q1345,when was the first nfl madden game released,"Due to Madden's insistence that the game be as realistic as possible, the first version of John Madden Football was not released until 1988.",Madden NFL,0,first nfl madden game released,due maddens insistence game realistic possible first version john madden football released 1988 .
Q1346,what is pci Interface,"Conventional PCI (PCI is an initialism formed from Peripheral Component Interconnect, part of the PCI Local Bus standard and often shortened to just PCI) is a local computer bus for attaching hardware devices in a computer .",Conventional PCI,0,pci interface,conventional pci pci initialism formed peripheral component interconnect part pci local bus standard often shortened pci local computer bus attaching hardware device computer .
Q1347,what is jagger bombs,The Jägerbomb () is a bomb shot cocktail that was originally mixed by dropping a shot of Jägermeister into a glass of beer and in recent years evolved by the Bagheri brothers (UK) with Red Bull or other energy drinks.,JÃ¤gerbomb,0,jagger bomb,jägerbomb bomb shot cocktail originally mixed dropping shot jägermeister glass beer recent year evolved bagheri brother uk red bull energy drink .
Q1348,what is the name of mountains along california,"The other three coastal California mountain ranges are the Transverse Ranges , Peninsular Ranges and the Klamath Mountains .",California Coast Ranges,0,name mountain along california,three coastal california mountain range transverse range peninsular range klamath mountain .
Q1349,who is the author of tree grows in brooklyn,A Tree Grows in Brooklyn is a 1943 novel written by Betty Smith .,A Tree Grows in Brooklyn (novel),0,author tree grows brooklyn,tree grows brooklyn 1943 novel written betty smith .
Q1350,where is al jazeera based,"Al Jazeera ( ' , literally ""The Island"", abbreviating "" The [Arabian] Peninsula ""), also known as Aljazeera and JSC (Jazeera Satellite Channel), is a broadcaster owned by the privately held Al Jazeera Media Network and headquartered in Doha , Qatar .",Al Jazeera,0,al jazeera based,al jazeera literally island abbreviating arabian peninsula also known aljazeera jsc jazeera satellite channel broadcaster owned privately held al jazeera medium network headquartered doha qatar .
Q1351,what is the purpose of child support?,"In family law and public policy, child support (or child maintenance) is an ongoing, periodic payment made by a parent for the financial benefit of a child following the end of a marriage or other relationship.",Child support,0,purpose child support,family law public policy child support child maintenance ongoing periodic payment made parent financial benefit child following end marriage relationship .
Q1352,where was martin luther king shot?,"King was assassinated on April 4, 1968, in Memphis, Tennessee .","Martin Luther King, Jr.",0,martin luther king shot,king assassinated april 4 1968 memphis tennessee .
Q1353,who is the mayor of chicago 2011,Rahm Emanuel won the race for mayor with more than 55% of the vote.,"Chicago mayoral election, 2011",0,mayor chicago 2011,rahm emanuel race mayor 55 vote .
Q1354,when is the wv state fair,"It is held annually in mid-August on the State Fairgrounds in Fairlea , near Lewisburg, West Virginia in the southeastern part of the state.",State Fair of West Virginia,0,wv state fair,held annually midaugust state fairground fairlea near lewisburg west virginia southeastern part state .
Q1355,when was the state of utah established,"It became the 45th state admitted to the Union on January 4, 1896.",Utah,0,state utah established,became 45th state admitted union january 4 1896 .
Q1356,what is the location of coldwater ms,"Coldwater is a small town in Tate County , Mississippi .","Coldwater, Mississippi",0,location coldwater m,coldwater small town tate county mississippi .
Q1357,what is the location of coldwater ms,It is in the Memphis Metropolitan Area .,"Coldwater, Mississippi",0,location coldwater m,memphis metropolitan area .
Q1358,what is the function of the hard palate,Also on the anterior portion of the roof of the hard palate is the Rugae which are the irregular ridges in the mucous membrane that help facilitate the movement of food backwards towards the pharynx.,Hard palate,0,function hard palate,also anterior portion roof hard palate ruga irregular ridge mucous membrane help facilitate movement food backwards towards pharynx .
Q1359,where is Chayanne from?,"Elmer Figueroa Arce (born June 28, 1968), best known under the stage name Chayanne, is a Puerto Rican Latin pop singer and actor.",Chayanne,0,chayanne,elmer figueroa arce born june 28 1968 best known stage name chayanne puerto rican latin pop singer actor .
Q1360,when is world war hulk movie come,"""World War Hulk"" is a comic book crossover storyline that ran through a self titled limited series and various other titles published by Marvel Comics in 2007, featuring the Hulk .",World War Hulk,7,world war hulk movie come,world war hulk comic book crossover storyline ran self titled limited series various title published marvel comic 2007 featuring hulk .
